ID	Valid	SU	Fn	NFn	Ctx	Form	Root
menyaring	1	ngayak	v		-	-	ayak
menyatakan	1	nyatakeun	v		-	-	nyata
menyatu	0	awor					awor
menyebabkan	1	ngabalukarkeun	v		-	-	balukar
menyebarkan	1	nyebarkeun	v		-	-	sebar
menyebut	1	nyebutkeun	v		-	-	sebut
menyebutkan	1	nyebutkeun	v		-	-	sebut
menyediakan	1	nyadiakeun	v		-	-	sadia
menyedihkan	1	matak hanjelu	v		-	-	sedih
menyehatkan	1	nyageurkeun	v		-	-	cageur
menyekat	1	menggel	v		-	-	penggel
menyelamatkan	1	nyalametkeun	v		-	-	salamet
menyelaraskan	1	nyaluyukeun	v		-	-	saluyu
menyelesaikan	1	ngabéréskeun	v		-	-	bérés
menyelidiki	1	nalungtik	v		-	-	talungtik
menyelusuri	1	maluruh	v		-	-	paluruh
menyembelih	1	meuncit	v		-	-	peuncit
menyembunyikan	1	nyumputkeun	v		-	-	sumput
menyempurnakan	1	nyampurnakeun	v		-	-	sampurna
menyempurnakannya	1	nyampurnakeunana	v		-	-	sampurna
menyenangi	1	resep kana	v		-	-	resep
menyenangkan	1	nyenangkeun	v		-	-	senang
menyengaja	1	ngadon	v		-	-	ngadon
menyengat	1	nyeureud	v		-	-	seureud
menyentil	1	nyintreuk	v		-	-	sintreuk
menyentuh	1	nyabak	v		-	-	cabak
menyepakati	1	nyatujuan	v		-	-	satuju
menyepuh	1	nyipuh	v		-	-	sipuh
menyerah	1	nyerah	v		-	-	serah
menyerahkan	1	mikeun	v		-	-	bikeun
menyerang	1	narajang	v		-	-	tarajang
menyerap	1	nyerepan	v		-	-	serep
menyerbu	1	nyerbu	v		-	-	serbu
menyeringai	1	nyengir	v		-	-	cengir
menyerupai	1	nyarupaan	v		-	-	sarupa
menyesal	1	kaduhung	v		-	-	kaduhung
menyesal	1	hanjakal	v		-	-	hanjakal
menyetujui	1	nyatujuan	v		-	-	satuju
menyewa	1	nyéwa	v		-	-	séwa
menyiapkan	1	nyiapkeun	v		-	-	siap
menyikapi	1	nganggepan	v		-	-	tanggep
menyimpan	1	nunda	v		-	-	tunda
menyinggung	1	nyigeung	v		-	-	sigeung
menyingkirkan	1	nyingkahkeun	v		-	-	singkah
menyisakan	1	nyésakeun	v		-	-	sésa
menyisi	1	nyisi	v		-	-	tepi
menyisihkan	1	ngagéhan	v		-	-	agéh
menyodorkan	1	ngasongkeun	v		-	-	asong
menyorot	1	moncorong	v		-	-	moncorong
menyuapi	1	ngahuapan	v		-	-	huap
menyukai	1	mikaresep	v		-	-	resep
menyulitkan	1	ngahésékeun	v		-	-	hésé
menyumbang	1	nyumbang	v		-	-	sumbang
menyumbat	1	nyandet	v		-	-	candet
menyurati	1	nyuratan	v		-	-	surat
menyuruh	1	ngajurung	v		-	-	jurung
menyusul	1	nyusul	v		-	-	susul
menyusun	1	nyusun	v		-	-	susun
menyusup	1	nyalusup	v		-	-	salusup
mepet	1	samporét	ad		waktu		samporét
meraba-raba	1	ngayap	v		-	-	ayap
meracik	1	ngaracik	v		-	-	racik
meragukan	0	cangcaya					cangcaya
merah	1	beureum	a		warna	-	beureum
meraih	1	ngahontal	v		-	-	hontal
merajai	1	mingpin	v		-	-	pingpin
merajalela	1	mahabu	v		-	-	mahabu
merajuk	1	ngurihit	v		-	-	kurihit
meralat	1	ngaralat	v		-	-	ralat
meramaikan	1	ngareuah-reuah	v		-	-	reuah
merampas	1	ngajabél	v		-	-	jabél
merancang	1	ngararancang	v		-	-	rancang
meranggas	0	pugur					pugur
merangkak	1	ngorondang	v		-	-	korondang
merangkul	1	ngagabrug	v		-	-	gabrug
merapikan	1	ngarapikeun	v		-	-	rapi
merasa	1	ngarasa	v		-	-	rasa
merasakan	1	ngarasakeun	v		-	-	rasa
merasa-rasakan	1	ngararasakeun	v		-	-	rasa
merayakan	1	ngarayakeun	v		-	-	raya
merayap	1	ngarayap	v		-	-	karayap
merdeka	1	merdika	a		-	-	merdika
merdu	1	halimpu	v		-	-	halimpu
merebut	1	ngarebut	v		-	-	rebut
mereka	1	maranéhanana	-		-	-	manéh
merekam	1	ngarékam	v		-	-	rékam
meremehkan	1	ngamomorékeun	v		-	-	momoré
merendam	1	ngeueum	v		-	-	keueum
merenggut	1	ngadudut	v		-	-	dudut
merevisi	1	ngarévisi	v		-	-	révisi
merica	1	pedes	n		tutuwuhan	-	pedes
merinci	1	ngawincik	v		-	-	wincik
merindukan	1	sono kana	v		-	-	surung
meringis	1	muringis	v		-	-	puringis
meringkuk	1	ngaringkuk	v		-	-	ringkuk
merk	1	mérek	-		-	-	mérek
merkuri	1	mérkuri	n		-	-	mérkuri
merobek	1	nyoékkeun	v		-	-	soék
merobek-robek	1	ngajejewét	v		-	-	jewét
merodok	1	ngarojok	v		-	-	rojok
merokok	1	ngudud	v		-	-	udud
meronda	0	langlang					langlang
merpati	1	japati	n		sato	-	japati
mertuanya	1	mitohana	pn		-	-	mitoha
merubah	1	ngarobah	v		-	-	robah
merugikan	1	ngarugikeun	v		-	-	rugi
merujuk	1	ngarujuk	v		-	-	rujuk
merumuskan	1	ngarumuskeun	v		-	-	rumus
merupakan	1	mangrupa	v		-	-	rupa
merusak	1	ngarusak	v		-	-	rusak
mesin	1		n		-	-	mesin
mesjid	1	masjid	n		agama	-	masjid
meter	1	méter	-		-	-	méter
meteran	1	méteran	-		-	-	méter
metoda	1	padika	n		-	-	padika
metode	1	padika	-		-	-	padika
metro	1	métro	n		-	-	métro
mewadahi	1	ngawadahan	v		-	-	wadah
mewah	1	mentéréng	v		-	-	mentéréng
mewakili	1	ngawakilan	v		-	-	wakil
mewariskan	1	ngawariskeun	v		-	-	waris
mewarnai	1	ngawarnaan	v		-	-	warna
mewujudkan	1	ngawujudkeun	v		-	-	wujud
mewujudkannya	1	ngawujudkeunana	v		-	-	wujud
meyakini	1	ngayakinan	v		-	-	yakin
miliar	1	milyar	n		-	-	milyar
milik	1		-		-	-	milik
miliki	1	piboga	v		-	-	boga
milikna	1		n		-	-	milik
miliknya	1	bogana	n		-	-	bogana
militer	1		-		-	-	militer
milyar	1		b		-	-	milyar
milyar	1		n		-	-	milyar
milyaran	1		-		-	-	milyar
milyarnya	1	milyarna	-		-	-	milyar
mimpi	1	ngimpi	v		-	-	impi
minggu	1		n		waktu	-	ahad
mingguan	1		n		waktu	-	minggu
mini	1		a		-	-	mini
minimal	1	saeutikna	a		-	-	saeutik
minoritas	1		-		-	-	minoritas
minta	1	ménta	v		-	-	pénta
minum	0	arot					arot
minum	1	inum	vi		-	-	inum
minuman	1	inuman	n		-	-	inum
minumannya	1	inumanana	n		-	-	inum
minyak	1		n		-	-	minyak
miring	1	doyong	a		-	-	doyong
miring	0	medeng	a		-	-	medeng
mirip	0	rimbag					rimbag
misalnya	1	contona	-		-	-	conto
miskin	1		-		-	-	miskin
mitra	1		-		-	-	mitra
mobil	1		-		-	-	mobil
modal	1		-		-	-	modal
mode	1		-		-	-	mode
model	1	modél	-		-	-	modél
modem	1	modém	-		-	-	modém
moderen	1	modéren	-		-	-	modéren
mohon	1	ménta	v		-	-	pénta
momentum	1	moméntum	v		-	-	moméntum
momok	1	hahalang	n				halang
mondar-mandir	1	wara-wiri	v		-	-	
montok	0	bahénol					bahénol
montok	1	lintuh	a		-	-	lintuh
monyet	1	monyét	n		sato	-	monyet
moril	0						moril
motor	1		-		-	-	motor
mual	1	seueul	a		-	-	seueul
muatan	1		n		-	-	muat
muda	1	ngora	-		-	-	ngora
mudah	1	gampang	a		-	-	gampang
mudah-mudahan	1	susuganan	-		-	-	sugan
mudahnya	1	gampangna	a		-	-	gampang
mujarab	1	ampuh	a		-	-	ampuh
muka	1	beungeut	n		awak	-	beungeut
mukul	0	peupeuh					peupeuh
mulai	1	mimiti	a		waktu	-	mimiti
mulailah	1	mimitian	-		-	-	mimiti
mulia	0	megah					megah
muluskan	1	muluskeun	vi		-	-	mulus
mulut	1	sungut	n		awak	-	sungut
mulutnya	1	sungutna	n		awak	-	sungut
munafik	1	munapék	a		-	-	munapék
muncul	1	mecenghul	a		-	-	mecenghul
mundur	1		-		-	-	mundur
mundurnya	1	mundurna	n		-	-	mundur
mungkin	1	meureun	-		-	-	meureun
muntah	1	utah	v		-	-	utah
muntahnya	1	utahna	-		-	-	utah
murah	1		-		-	-	murah
muram	0	mesum					mesum
murung	1	nguluwut	v		-	-	kuluwut
museum	1	musieum	n		-	-	musieum
musibah	1	balai	n		-	-	balai
musik	1	musik	n				
musim	1	usum	n		-	-	usum
muslim	1		n		-	-	muslim
muslimat	1		n		-	-	muslimat
muslimin	1		n		-	-	muslimin
mustahil	1		a		-	-	mustahil
mustika	0						mustika
musuh	1	satru	n		-	-	satru
mutlak	0						mutlak
nabi	1		n		-	-	nabi
nafkah	1	napakah	n		-	-	napakah
nafsu	1	napsu	n		-	-	napsu
naik	1	naék	v		-	-	taék
nakal	1	bangor	a		-	-	bangor
nama	1	ngaran	-		-	-	ngaran
namanya	1	ngaranna	v		-	-	ngaran
nangis	1	ceurik	v		-	-	ceurik
nanti	1	engké	-		-	-	engké
nantinya	1	engkéna	-		-	-	engké
napas	1	ambekan	n		-	-	ambek
narapidana	0	sakitan					sakitan
nasi	1	sangu	n		kadaharan	-	sangu
nasib	1		n		-	-	nasib
nasional	1		a		-	-	nasional
nasrani	1		n		agama	-	nasrani
navigasi	1		n		-	-	navigasi
negara	1	nagara	-		-	-	nagara
negaranya	1	nagarana	n		-	-	nagarana
negatif	1	négatif	-		-	-	négatif
negeri	1	nagari	-		-	-	nagri
nelayan	1	pamayang	n				pamayang
nenas	1	ganas	n		tutuwuhan	-	ganas
neraka	1	naraka	-		-	-	naraka
ngaco	1		-		-	-	ngaco
ngambil	1	nyokot	v		-	-	cokot
nganggur	1		-		-	-	anggur
ngasih	1	méré	v		-	-	méré
nge	1	nga	v		-	-	nga
ngebut	0	kebut					kebut
ngelamun	1	ngalamun	-		-	-	lamun
ngelanjutin	1	neruskeun	v		-	-	terus
ngepit	1	ngempit	v		-	-	kempit
ngiler	1	ngelay	v		-	-	kelay
ngobrak-ngabrik	1	ngubrak-abrik	v		-	-	abrik
ngomong	1		v		-	-	omong
ngulum	1	ngabaheum	v		-	-	baheum
niat	1		n		-	-	niat
nikmatnya	1	nikmatna	n		-	-	nikmatna
nilai	1	peunteun	n		-	-	peunteun
niru	0	nyiru					nyiru
nol	1	enol	-		-	-	enol
nomor	1	nomer	n		-	-	nomer
nonton	1	lalajo	v		-	-	lalajo
nopember	1	nopémber	n		waktu	-	nopémber
november	1	nopémber	n		waktu	-	nopémber
nular	1	tépa	v		-	-	tépa
nurani	0						nurani
nusantara	1		n		-	-	nusantara
nyaman	1	merenah	a		-	-	merenah
nyamuk	1	reungit	n		-	-	reungit
nyata	1	téla	a		-	-	téla
nyata	1		-		-	-	nyata
nyawa	1		n		-	-	nyawa
nyawanya	1	nyawana	n		-	-	nyawa
nyeri	1		v				nyeri
nyetrika	1	ngalicin	v		-	-	licin
nyetrika	0	ngaléot					léot
nyobain	1	nyobaan	v		-	-	coba
obat	1	ubar	n		-	-	ubar
obrolannya	1	obrolanna	n		-	-	obrolanna
oktober	1		n		waktu	-	oktober
olah	1		-		-	-	olah
olahraga	1		n		-	f	olahraga
ole	1	olé	-		-	-	olé
oleng	1	ngagaléong	a		-	-	galeong
omong	0	bacot					bacot
ongkos	1	waragad	n		-	-	waragad
operasi	1		-		-	-	operasi
opini	1		n		-	-	opini
oposisi	1		-		-	-	oposisi
optik	1		-		-	-	optik
orang	1	jalma	n		-	-	jalma
orangnya	1	jelemana	-		-	-	jelema
orangtua	1	kolot	n		-	-	kolot
oranye	1	oranyeu	a		warna	-	oranyeu
organisasi	1		-		-	-	organisasi
otak	0	polo					polo
otobiografinya	1	otobiografina	-		-	f	otobiografi
otomatis	1		-		-	-	otomatis
otomotif	1		a				
otoritas	1		-		-	-	otoritas
pabrik	1		n		-	-	pabrik
pacar	1	kabogoh	n		-	-	bogoh
pacarnya	1	kabogohna	-		-	-	bogoh
paceklik	1	nguyang	n		-	-	nguyang
paceklik	1	paila	n		-	-	paila
pacet	1	pacét	-		-	-	pacét
padahal	1		-		-	-	padahal
padahal	0	malaur					malaur
padam	1	pareum	a		-	-	pareum
padat	1	mundel	a		-	-	mundel
padi	1	paré	n		tutuwuhan	-	paré
pagar	1	pager	n		imah	-	pager
pagi	1	isuk-isuk 	n		waktu	-	isuk
paginya	0	isukna					isukna
pagi-pagi	1	isuk-isuk 	ad		waktu	-	isuk
paha	1	pingping	n		awak	-	pingping
paham	1		n		-	-	paham
pahit	1	pait	a		-	-	pait
pahlawan	1		n		-	-	pahlawan
pajak	1	pajeg	n		-	-	pajeg
pakai	1	paké	vi		-	-	paké
pakaian	1	pakéan	n		-	-	pakean
pake	1	paké	vi		-	-	paké
paksa	0						paksa
paling	1	pang	-		-	-	pang
palsu	1		-		-	-	palsu
palu	1		n		-	-	palu
pancaindra	1	pancadria	n		-	-	pancadria
pandang	1	tempo	vi		-	-	tempo
pandangan	1	tetempoan	n		-	-	tempo
panen	1	panén	-		-	-	panen
panggilan	1	panggero	-		-	-	gero
pangkalan	1		-		-	-	pangkal
pangkatnya	1	pangkatna	-		-	-	pangkat
pangku	0	pangkon					pangkon
panglima	1		-		-	-	panglima
pangling	1	kalinglap	a		-	-	linglap
panjang	0	embat					embat
panjang	1		-		-	-	panjang
pantai	1	basisir	n		-	-	basisir
pantasnya	0	pantesna					pantesna
pantat	1	bujur	n		-	-	bujur
papan	1		-		-	-	papan
para	1		-		-	-	para
paradoks	1		-		-	-	paradoks
parah	1	parna	a		-	-	parna
paria	1		n		tutuwuhan	-	paria
pariwisata	1		n		-	-	wisata
parkir	1		vi		-	-	parkir
partai	1	partéi	-		-	-	partéi
partainya	1	partéina	-		-	-	partéi
paruh	1	pamatuk	n		awak	-	pamatuk
parut	1	parud	n		-	-	parud
pas	1		a		-	-	pas
pasak	1	paseuk	n		-	-	paseuk
pasalnya	1	pasalna	-		-	-	pasal
pasangannya	1	papasanganana	n		-	-	pasang
pasar	1		-		-	-	pasar
pasir	1	keusik	-		-	-	keusik
pasokan	1	kiriman	n		-	-	kirim
paspor	1		-		-	-	paspor
pasrah	1		a		-	-	pasrah
pasti	1		-		-	-	pasti
pasukan	1		-		-	-	pasukan
patah	0	tugel	a		-	-	tugel
patah	1	pites	a		-	-	pites
patah/lepas	0	gelenceng					gelenceng
paten	1	patén	-		-	-	patén
patroli	1		n		-	-	patroli
patung	1		n		-	-	patung
patungan	1	udunan	n		-	-	udun
patut	1		a		-	-	patut
payudara	1	pinareup	n		awak	-	pareup
payung	1		n		-	-	payung
pecah	1	peupeus	n		-	-	peupeus
pedagang	1	padagang	n		-	-	dagang
pedas	1	lada	a		-	-	lada
pedesaan	1	pilemburan	n		-	-	lembur
pedih	1	peurih	a		-	-	peurih
pedoman	1	padoman	n		-	-	padoman
peduli	1	paduli	n		-	-	paduli
pegal	1	cangkeul	a		-	-	cangkeul
pegangan	1	cecekelan	n		-	-	cekel
pegawai	1	pagawé	n		-	-	gawé
pegulat	1	tukang gulat	n		-	-	gulat
pejabat	1	pajabat	n		-	-	jabat
pejuang	1	pajoang	n		-	-	joang
pekan	1	minggu	n		waktu	-	minggu
pekerja	1	pagawé	n		-	-	gawé
pekerjaan	1	pagawéan	n		-	-	gawé
pekerjaan	1	pakasaban	n		-	-	kasab
pelabuhan	1	palabuhan	n		-	-	labuh
pelajaran	1	palajaran	n		-	-	ajar
pelaksanaan	1	palaksanaan	n		-	-	laksana
pelaku	1	palaku	n		-	-	laku
pelaminan	1	puadé	n		-	-	puadé
pelan	1	anca	a		-	-	anca
pelancong	1	turis	n		-	-	turis
pelanggan	1	langganan	n		-	-	langgan
pelanggannya	1	langgananna	n		-	-	langgan
pelanggaran	1	palanggaran	n		-	-	langgar
pelangi	0	kuwung-kuwung	n		topograpi	-	kuwung
pelangi	1	katumbiri	n		topograpi	-	katumbiri
pelarian	1	buronan	n		-	-	buronan
pelariannya	1	buronanna	n		-	-	buronan
pelat	0	cadel					cadel
pelatih	1	palatih	n		-	-	latih
pelatihan	1	palatihan	n		-	-	latih
pelayan	1	ladén	n		-	-	ladén
pelayan	0	badéga					badéga
pelayanan	1	pangladén	n		-	-	ladén
pelepah	1	palapah	n		tutuwuhan	-	palapah
peleset	1	solédat	v		-	-	soledat
pelicin	1	gemuk	n		-	-	gemuk
pelihara	1	pulasara	n		-	-	pulasara
pelindung	1	nu ngajaga	n		-	-	jaga
pelipis	1	palipisan	n		awak	-	palipisan
peluang	1	kasempetan	n		-	-	sempet
pelupa	1	limpeuran	a		-	-	limpeur
peluru	1	pélor	n		-	-	pélor
pemahaman	1	pamahaman	n		-	-	paham
pemain	1	pamaén	n		-	-	pamaén
pemakai	1	pamaké	n		-	-	paké
pemakaian	1	pamakéan	n		-	-	paké
pemalas	1	pangedulan	a		-	-	kedul
pemalu	1	kemba	a		-	-	kemba
pemanah	1	pamanah	n		-	-	panah
pemandangan	1	tetempoan	n		-	-	tempo
pemanis	1	mamanis	n		-	-	manis
pemantauan	1	pangimeutan	n		-	-	imeut
pemasaran	1	pamasaran	n		-	-	pasar
pematang	1	galengan	n		-	-	galengan
pembaca	1	pamaca	n		-	-	baca
pembajakan	1	pabajoan	n		-	-	bajo
pembanding	1	bandingan	n		-	-	banding
pembangunan	1	pangwangunan	n		-	-	wangun
pembatas	1	pangwates	n		-	-	wates
pembawa	1	nu mawa	n		-	-	bawa
pemberitahuan	1	béja	n		-	-	béja
pemberitahuan	0	uar					uar
pembersihan	1	beberesih	n		-	-	bersih
pembiayaan	1	pabiayaan	n		-	-	biaya
pembuat	1	nu nyieun	n		-	-	jieun
pembukaan	1	bubuka	n		-	-	buka
pemelihara	1	pamulasara	n		-	-	pulasara
pemeluk	1	pangagem	n		-	-	agem
pemenang	1	pinunjul	n		-	-	punjul
pemeriksa	1	pamariksa	n		-	-	pariksa
pemeriksaan	1	pamariksaan	n		-	-	pariksa
pemerintah	1	pamaréntah	n		-	-	paréntah
pemerintahan	1	pamaréntahan	n		-	-	paréntah
pemikiran	1	pamikiran	n		-	-	mikir
pemilik	1	nu boga	n		-	-	boga
pemiliknya	1	nu bogana	n		-	-	boga
pemimpin	1	pamingpin	n		-	-	pingpin
pemimpinnya	1	pamingpinna	n		-	-	pingpin
pemimpinnya	1	pupuhuna	n		-	-	puhu
pemodal	1	pamodal	n		-	-	modal
pemrogram	1	pamrogram	n		-	-	program
pemrograman	1	pamrograman	n		-	-	program
pemuda	1	nonoman	n		-	-	nonoman
pemuda	0	pamuda	n		-	-	muda
pemujanya	1	pamujana	-		-	-	puja
pemukul	1	paneunggeul	n		-	-	teunggeul
pemukulnya	1	panakolna	n		-	-	takol
penahan	1	tahanan	n		-	-	tahan
penakut	1	borangan	a		-	-	borang
penampungan	1	panandéan	n		-	-	tandé
penanda	1	tanda	n		-	-	tanda
penangkap	1	nu néwak	-		-	-	téwak
penangkapan	1	prosés néwak	-		-	-	téwak
penasaran	1	geremet	n		-	-	geremet
penata	1	nu nata	n		-	-	tata
penawaran	1	panawaran	-		-	-	tawar
pencarian	1	panéangan	n		-	-	téang
pencipta	1	panyipta	n		-	-	cipta
penciptaan	1	panyiptaan	n		-	-	cipta
pencopotan	1	panyopotan	n		-	-	copot
pendanaan	1	ngadanaan	n				dana
pendapat	1	pamadegan	n		-	-	adeg
pendek	1	pondok	a		-	-	pondok
pendekar	1	jawara	n		-	-	jawara
pendiam	1	antieum	a		-	-	antieum
pendidikan	1	atikan	-		-	-	atik
pendidikannya	1	atikanana	n		-	-	atik
pendiri	1	pangadeg	n		-	-	adeg
penduduk	1	nu nyicingan	-		-	-	cicing
pendukung	1	nu ngarojong	-		-	-	rojong
penegak	1	pangadeg	n		-	-	adeg
penelitian	1	panalungtikan	n		-	-	talungtik
penembak	1	panémbak	n		-	-	témbak
penempatan	1	nempatkeun	n		-	-	tempat
penentu 	1	panangtu	n		-	-	tangtu
penerbangan	1	pangapungan	-		-	-	apung
penerima	1	panarima	n		-	-	tarima
pengadaan	1	ngayakeun	n		-	-	aya
pengadilan	1	pangadilan	n		-	-	adil
pengajaran	1	pangajaran	n		-	-	ajar
pengakuan	1	pangakuan	n		-	-	aku
pengalaman	1	pangalaman	n		-	-	alam
pengalaman	0	luang					luang
penganggur	1	pangangguran	n		-	-	anggur
pengangguran	1	pangangguran	n		-	-	anggur
pengantar	1	panganteur	n		-	-	anteur
penganut	1	panganut	n		agama	-	anut
pengap	1	mabek	a		-	-	mabek
pengaruh	1	pangaruh	n		-	-	pangaruh
pengaturan	1	pangaturan	n		-	-	atur
pengawal	1	ponggawa	-		-	-	ponggawa
pengawas	1	pangawas	n				awas
pengecut	0	kecingan					kecing
pengelola	1	nu ngokolakeun	-		-	-	kokola
pengembalian	1	pangbalikan	n		-	-	balik
pengemudi	1	supir	n		-	-	supir
pengemudinya	1	jurumudina	-		-	-	mudi
pengenalan	1	ngawanohan	-		-	-	wanoh
pengetahuan	1	pangaweruh	n		-	-	weruh
pengetahuan	1	kanyaho	n		-	-	nyaho
pengetahuannya	1	pangaweruhna	n		-	-	weruh
pengganti	1	gaganti	n		-	-	ganti
penggantinya	1	gagantina	-		-	-	gaganti
penggarap	1	nu nyambut	n		-	-	sambut
penggilingan	1	panggilingan	n		-	-	giling
pengguna	1	pamaké	n		-	-	paké
penggunaan	1	pamakéan	n		-	-	pamakéan
penghargaan	1	pangajén	n		-	-	ajén
penghasilan	1	pangasilan	n		-	-	pangasilan
penghentian	1	eureunna	-		-	-	eureun
penghinaan	1	panghina	-		-	-	panghina
penghujung	1	panungtung	n		-	-	tungtung
pengikut	1	pamilu	-		-	-	pamilu
pengikutnya	1	pamiluna	n		-	-	pamiluna
penguasa	1	pangawasa	n		-	-	kawasa
penguasaan	1	pangawasaan	n		-	-	kawasa
pengumuman	1	béwara	n		-	-	béwara
pengumuman	1	émbaran	n		-	-	émbar
pengunjung	1	nu datang	-		-	-	datang
pengunjungnya	1	nu datangna	n		-	-	datang
pengurus	1	pangurus	n		-	-	urus
pengusaha	1	pangusaha	n		-	-	usaha
pengutang	1	nu ngahutang	n		-	-	hutang
penilaian	1	pameunteunan	n		-	-	peunteun
peninggalan	1	titilar	n		-	-	titilar
peningkatan	1	kanaékan	n		-	-	taék
penis	1	sirit	n		awak	-	sirit
penjaga	1	nu ngajaga	n		-	-	jaga
penjagaan	1	pangjagaan	n		-	-	jaga
penjajah	1	pangjajah	n		-	-	jajah
penjajahan	1	pangjajahan	n		-	-	jajah
penjajahannya	1	pangjajahanana	n		-	-	jajah
penjara	1	panjara	-		-	-	panjara
penjelasan	1	wawaran	n		-	-	wawar
penjelasan	1	guaran	n		-	-	guar
penjual	1	padagang	n		-	-	dagang
penolakan	1	tampikan	n		-	-	tampik
penonton	1	panongton	-		-	-	tongton
pensiun	1	pangsiun	ad		-	-	pangsiun
penting	1		-		-	-	penting
pentingnya	1	pentingna	a		-	-	penting
penuh	1	kebek	a		-	-	kebek
penuh	1	pinuh	a		-	-	pinuh
penularan	1	népana	n		-	-	tépa
penulis	1	nu nulis	n		-	-	tulis
penunggu	1	panunggu	n		-	-	tunggu
penutup	1	panutup	n		-	-	tutup
penyakit	1	panyakit	v		-	-	sakit
penyaluran	1	panyaluran	n				salur
penyamun	1	karaman	n		-	-	karaman
penyebab	1	cukang lantaran	n		-	-	lantaran
penyebaran	1	sumebarna	n		-	-	sebar
penyehatan	1	panyéhatan	n		-	-	séhat
penyelam	1	palika	n		-	-	palika
penyelamat	1	panulung	n		-	-	tulung
penyelenggara	1	nu ngayakeun	-		-	-	aya
penyelesaiannya	1	jawabanana	-		-	-	jawab
penyempurna	1	panyampurna	n		-	-	sampurna
penyerahan	1	seserahan	n		-	-	serah
penyiksaan	0	panyiksa					siksa
penyok	1	pényon	a		-	-	pényon
penyokong	1	pangrojong	n		-	-	rojong
penyumbatan	1	panyocokan	n		-	-	cocok
pepaya	1	gedang	n		tutuwuhan	-	gedang
pepes	1	pais	n		kadaharan	-	pais
pepohonan	1	tatangkalan	n		-	-	tatangkalan
per	1	pér	-		-	-	pér
per/panjang	0	emplad					emplad
pera	1	béar	a		-	-	béar
perabot	1	parabot	-		-	-	parabot
perahu	1	parahu	n		-	-	parahu
perak	1	pérak	n		logam	-	pérak
peralatan	1	parabot	n		-	-	parabot
perampok	1	bajo	n		-	-	bajo
peranan	1	lalakon	n		-	-	lakon
perang	0	yuda					yuda
perang	1		n		-	-	perang
perangkat	1	pakakas	n		-	-	pakakas
perasaan	1	rarasaan	n		-	-	ras
peraturan	1	aturan	n		-	-	atur
perbaharui	1	weuteuhan	-		-	-	weuteuh
perbedaan	1	béda	n		-	-	béda
perbedaannya	1	bédana	n		-	-	béda
perberasan	1	pabéasan	n		-	-	béas
perbuatan	1	gawéna	-		-	-	gawé
percaya	0	andel					andel
percaya	1		vi		-	-	percaya
percayalah	1	sing percaya	vi		-	-	percaya
percik	1	cérét	n		-	-	cérét
perdamaian	1	katengtreman	n		-	-	tengrem
perempatan	1	parapatan	n		-	-	opat
perempuan	1	awéwé	n		-	-	awéwé
pergi	0	kencling					kencling
pergi	1	indit	v		-	-	indit
perguruan	1	paguron	n		-	-	paguron
perhitungan	1	itungan	-		-	-	itung
peri	1	puteri	-		-	-	puteri
peribahasa	1	paribasa	n		-	-	paribasa
perihnya	1	peurihna	a		-	-	peurih
periksa	1	pariksa	vi		-	-	parios
perilaku	1	laku-lampah	-		-	f	laku
peringati	1	ngingetan	n		-	-	inget
perintah	1	paréntah	vi		-	-	paréntah
periode	1	période	n		-	-	période
peristiwa	1	kajadian	n		-	-	jadi
perjalanan	1	lalampahan	-		-	-	lampah
perjanjian	1	jangji-pasini	n		-	-	jangji
perkakas	1	pakakas	n		-	-	pakakas
perkampungan	1	pilemburan	n		-	-	lembur
perkara	1		n		-	-	perkara
perkataan	1	omongan	n		-	-	omong
perlahan	1	lalaunan	ad				laun
perlawanan	1	lalawanan	n		-	-	lawan
perlente	0	pedengkreng					pedengkreng
perlindungan	1	panangtayungan	n		-	-	tangtayung
perlukan	1	perlukeun	-		-	-	perlu
perlunya	1	perluna	-		-	-	perlu
permainan	1	kaulinan	n		-	-	kaulinan
permasalahan	1	masalah	n		-	-	masalah
permata	1	rukmi	n		-	-	rukmi
permintaan	1	paménta	-		-	-	pénta
permukiman	1	padumukan	n		-	-	dumuk
pernah	1	kungsi	-		-	-	kungsi
persahabatan	1	ngababaturan	-		-	-	batur
persegi	1	pasagi	a		-	-	sagi
persembunyian	1	panyumputan	n		-	-	sumput
persen	1	persén	-		-	-	persén
persidangan	1	sidang	n		-	-	sidang
persoalan	1	masalah	n		-	-	masalah
persoalan	1	pasualan	-		-	-	sual
persoalannya	1	pasualanana	n		-	-	sual
persyaratan	1	pasaratan	n		-	-	sarat
pertahankan	1	béla	vi		-	-	béla
pertama	1	kahiji	b		-	-	hiji
pertamanya	1	kahijina	b		-	-	hiji
pertanahan	1	pataneuhan	n		-	-	taneuh
pertanian	1	tatanén	n		-	-	tatanen
pertanyaan	1	patarosan	-		-	-	taros
pertempuran	1	perang	n		-	-	perang
pertemuan	1	pasamoan	n		-	-	samo
pertimbangan	1	wiwaha	n		-	-	wiwaha
pertimbangan	0	adeuh					adeuh
pertimbangan	1	tinimbangan	n		-	-	timbang
pertimbangkan	1	nimbang-nimbang	v		-	-	timbang
pertunjukan	1	pintonan	n		-	-	pinton
perubahan	1	parobahan	-		-	-	robah
perumahan	1	padumukan	n		-	-	dumuk
perunggu	1	parunggu	n		logam	-	parunggu
perusahaan	1	pausahaan	n		-	-	usaha
perut	1	beuteung	n		awak	-	beuteung
perwakilan	1	wawakil	n		-	-	wakil
